source,target,classifier,strategy,run_type,budget,macro_f1,macro_f1_sd,recovery,n_seeds,rec_lo,rec_hi
books,clothing,logreg,uncertainty,transfer,2000,0.9228533541882129,0.0034953736623564704,1.0288323789949192,5,0.9858494289837637,1.0617583139924818
books,clothing,svm,random,target_only,50,0.7536649635247917,0.03288138002932336,-1.385053577608978,5,-1.7995963059322002,-1.063139359987732
books,clothing,svm,random,target_only,100,0.8155536052741283,0.02497713076167325,-0.498754167782121,5,-0.8103409067849917,-0.2502511032845406
books,clothing,svm,random,target_only,250,0.8651781974121479,0.01100938417569285,0.21191333891423764,5,0.0882291275521654,0.3355975502763099
books,clothing,svm,random,target_only,500,0.8902583138558734,0.0056893234884350585,0.5710825139705172,5,0.49728960692387003,0.6257488044562579
books,clothing,svm,random,target_only,1000,0.9052327343181077,0.0050579448624349516,0.7855292952059403,5,0.7292997503707647,0.8417588400411159
books,clothing,svm,random,target_only,2000,0.9181276156998168,0.006486137992555786,0.9701952603225296,5,0.8892965359400249,1.0370334775253576
books,clothing,svm,random,transfer,50,0.8629052210710885,0.005755126570709085,0.17936233225633216,5,0.11964328635975863,0.23746604235417368
books,clothing,svm,random,transfer,100,0.8717110117503293,0.005960100444304891,0.3054689466764767,5,0.23409448563397853,0.3647596651713701
books,clothing,svm,random,transfer,250,0.8832733651460272,0.0020710252737774393,0.47105194706485365,5,0.4500604538863464,0.4959732899613781
books,clothing,svm,random,transfer,500,0.8941987028544517,0.005889399598239912,0.6275123263757245,5,0.5567865460117446,0.6863980379954937
books,clothing,svm,random,transfer,1000,0.9104449724319055,0.005754795324910738,0.8601730979063866,5,0.7918298464736085,0.9217926375434453
books,clothing,svm,random,transfer,2000,0.9204548439273392,0.004322011473145862,1.0035232013838256,5,0.9486911878262673,1.048042336109021
books,clothing,svm,self_training,target_only,50,0.6706092475147267,0.14793909161014665,-2.574483980373583,5,-4.160869502253729,-0.9425784584723699
books,clothing,svm,self_training,target_only,100,0.7694509005926365,0.13184374603442295,-1.1589851697182092,5,-2.8322803514514985,0.07155735876853925
books,clothing,svm,self_training,target_only,250,0.8676579140995389,0.011294713345419934,0.24742504792013112,5,0.12070025027807374,0.3727020462385159
books,clothing,svm,self_training,target_only,500,0.8930282028027863,0.010404243399065814,0.6107497431993936,5,0.47769788412654757,0.7105889212841593
books,clothing,svm,self_training,target_only,1000,0.902022262577216,0.012059207123984289,0.7395525355164511,5,0.5854656202057649,0.8433778127644217
books,clothing,svm,self_training,target_only,2000,0.9173996046603342,0.007920312080096368,0.9597695063165826,5,0.8593651488153247,1.038042184026662
books,clothing,svm,self_training,transfer,50,0.8689531516565939,0.0076919807761438065,0.26597398113235204,5,0.1801750160237988,0.34657083325056776
books,clothing,svm,self_training,transfer,100,0.8771523577323954,0.006174288544186392,0.38339377417716547,5,0.31726440198238554,0.4508637809736221
books,clothing,svm,self_training,transfer,250,0.8875978002470075,0.0031660614374360795,0.5329816351222681,5,0.5028794016020248,0.5714854723400897
books,clothing,svm,self_training,transfer,500,0.8950731313586997,0.005835048437660865,0.6400349063733575,5,0.578483094443934,0.7011713046549019
books,clothing,svm,self_training,transfer,1000,0.910440420313955,0.005413280722390568,0.8601079076010418,5,0.797601058912427,0.919190126513009
books,clothing,svm,self_training,transfer,2000,0.9206897772618479,0.004611085236484672,1.0068876519491978,5,0.9510555927386438,1.0571253059698749
