source,target,classifier,strategy,run_type,budget,macro_f1,macro_f1_sd,recovery,n_seeds,rec_lo,rec_hi
books,clothing,svm,uncertainty,target_only,50,0.6754632235090334,0.07025920103218862,-2.504970804167646,5,-3.2934879147668843,-1.7335381722283203
books,clothing,svm,uncertainty,target_only,100,0.6950702897292396,0.06796851606486733,-2.224180489043447,5,-2.963089078234403,-1.5020409385016966
books,clothing,svm,uncertainty,target_only,250,0.7557845688057763,0.020334132943010234,-1.3546989785015817,5,-1.5689172569952268,-1.1117504171855184
books,clothing,svm,uncertainty,target_only,500,0.8360679291394819,0.014891650926071738,-0.2049711306862267,5,-0.35867784606923414,-0.04351038849047324
books,clothing,svm,uncertainty,target_only,1000,0.9082150636094004,0.004488467875183729,0.8282388557338287,5,0.7780789131611854,0.8776523262733452
books,clothing,svm,uncertainty,target_only,2000,0.9181276156998168,0.006486137992555786,0.9701952603225296,5,0.8892965359400249,1.0370334775253576
books,clothing,svm,uncertainty,transfer,50,0.8654792516233083,0.0041878395269246,0.21622469819011406,5,0.17049269058387417,0.2619567057963539
books,clothing,svm,uncertainty,transfer,100,0.8772366144762962,0.0019490962119861049,0.3846004043484281,5,0.3613899621618756,0.40511908990836343
books,clothing,svm,uncertainty,transfer,250,0.8934156234034921,0.005156003021020278,0.6162979446149485,5,0.5566420020384243,0.6665813983157535
books,clothing,svm,uncertainty,transfer,500,0.9059624663911482,0.0035037185163782733,0.7959796959157681,5,0.759145776633652,0.8351415171071175
books,clothing,svm,uncertainty,transfer,1000,0.9179681262702356,0.005444229146321235,0.9679112323762734,5,0.9085027821670575,1.0250104236425504
books,clothing,svm,uncertainty,transfer,2000,0.9204548439273392,0.004322011473145862,1.0035232013838256,5,0.9486911878262673,1.048042336109021
books,electronics,logreg,random,target_only,50,0.7454035259326033,0.026642176500909658,-0.965306155328585,5,-1.2134129665598394,-0.7316073014840527
books,electronics,logreg,random,target_only,100,0.7853168081654704,0.019175050051343484,-0.48466160561815175,5,-0.6650957248768842,-0.3113313848332305
books,electronics,logreg,random,target_only,250,0.8450603664975128,0.0042759905226045225,0.2347835035329419,5,0.1900829323831137,0.2711342433732278
books,electronics,logreg,random,target_only,500,0.8717541969444849,0.003943524981428664,0.5562364985629077,5,0.5215907251176619,0.5950983218113646
books,electronics,logreg,random,target_only,1000,0.8938909135296156,0.005764892220229178,0.8228117231473215,5,0.7700159842220632,0.8758812286033149
books,electronics,logreg,random,target_only,2000,0.9081243880819247,0.005813948464765795,0.9942143636792503,5,0.9470682045639377,1.0523589151625683
books,electronics,logreg,random,transfer,50,0.8397839545997419,0.013334438998954683,0.17124378745811275,5,0.017506360793218833,0.2741874273798945
books,electronics,logreg,random,transfer,100,0.8504477288092683,0.012420883455978474,0.299659308969169,5,0.16714848777425334,0.40601356453197857
books,electronics,logreg,random,transfer,250,0.8689501781327473,0.008223670380777636,0.5224698854519144,5,0.4372740986288928,0.5942123950901634
books,electronics,logreg,random,transfer,500,0.884407915185799,0.005491319842853005,0.7086153650959875,5,0.6556652285381592,0.7639910429821006
books,electronics,logreg,random,transfer,1000,0.8989425317127075,0.005250576934241899,0.8836444237194107,5,0.836516890887426,0.9327321569667569
books,electronics,logreg,random,transfer,2000,0.9107808213149824,0.007578091198012918,1.026203718693693,5,0.9559812937408931,1.093755367858103
books,electronics,logreg,self_training,target_only,50,0.7157200830699236,0.05607960206022037,-1.322760722591398,5,-1.880056601266085,-0.8195299258778679
books,electronics,logreg,self_training,target_only,100,0.7746805931077337,0.04562815448575851,-0.6127452537436738,5,-1.0341305608012084,-0.19135994668613945
books,electronics,logreg,self_training,target_only,250,0.844140370979251,0.005414588349784393,0.22370471454659174,5,0.17179054620355666,0.27609933633284617
books,electronics,logreg,self_training,target_only,500,0.8577932134621203,0.03289922673396947,0.38811525560809573,5,0.08078653816278455,0.6635099754562922
books,electronics,logreg,self_training,target_only,1000,0.8922147951178474,0.0022196380451304397,0.802627535473016,5,0.7825328128568065,0.8235195772524598
books,electronics,logreg,self_training,target_only,2000,0.9063762626094451,0.006357590649900985,0.9731630510947552,5,0.9238453525841527,1.0350566576059657
books,electronics,logreg,self_training,transfer,50,0.8464735348042712,0.016049726402056,0.25180118803465873,5,0.08975592588028705,0.3916955149299055
books,electronics,logreg,self_training,transfer,100,0.8605087985888644,0.012918923378537825,0.4208169307755032,5,0.29688499511411603,0.5367920701483004
books,electronics,logreg,self_training,transfer,250,0.8773528347057544,0.006444722519186975,0.6236565295705642,5,0.5526897395739406,0.6687275931039081
books,electronics,logreg,self_training,transfer,500,0.8886513574824122,0.006078780346303636,0.7597158333556056,5,0.6896703131826512,0.8067316369749176
books,electronics,logreg,self_training,transfer,1000,0.9003775329729644,0.005474751743018213,0.9009250254636114,5,0.8458107344242929,0.9509637135390611
books,electronics,logreg,self_training,transfer,2000,0.9115811518433139,0.007215304347987322,1.0358414754726293,5,0.9675344129161759,1.0994724067864863
books,electronics,logreg,uncertainty,target_only,50,0.701161113073943,0.05897928794563716,-1.49808305106188,5,-2.1456972571201582,-1.0152720522509884
books,electronics,logreg,uncertainty,target_only,100,0.6459203515026759,0.057385012862073745,-2.1633044882810717,5,-2.7300805367451195,-1.6788437156761962
books,electronics,logreg,uncertainty,target_only,250,0.7142551884742572,0.022078792230494786,-1.3404013064752143,5,-1.534194919148847,-1.1466076938015815
books,electronics,logreg,uncertainty,target_only,500,0.7889143402351696,0.009935778460653657,-0.4413393308019383,5,-0.5220399079046237,-0.3436974903688048
books,electronics,logreg,uncertainty,target_only,1000,0.88315007387639,0.005471856816559076,0.693468162562233,5,0.6468024502323048,0.7444289246691705
books,electronics,logreg,uncertainty,target_only,2000,0.9081243880819247,0.005813948464765795,0.9942143636792503,5,0.9470682045639377,1.0523589151625683
books,electronics,logreg,uncertainty,transfer,50,0.8415837406941353,0.007219811805906197,0.19291720864827822,5,0.12395157493235351,0.2587491786116777
books,electronics,logreg,uncertainty,transfer,100,0.8569682871458429,0.00561062199977049,0.37818131092476426,5,0.31610256314453256,0.4218477655784961
books,electronics,logreg,uncertainty,transfer,250,0.8794680337221171,0.00417957651803514,0.6491282227486923,5,0.6049976627348785,0.6871380759102921
books,electronics,logreg,uncertainty,transfer,500,0.8950946471897918,0.008897380679833703,0.8373073494326061,5,0.7438036872746154,0.9124431093769529
books,electronics,logreg,uncertainty,transfer,1000,0.9056577037096238,0.008224113577328822,0.9645100063055526,5,0.8884736563714115,1.0397492888008337
books,electronics,logreg,uncertainty,transfer,2000,0.9107808213149824,0.007578091198012918,1.026203718693693,5,0.9559812937408931,1.093755367858103
books,electronics,svm,random,target_only,50,0.7318354347254503,0.02142336657120996,-1.1784850729698428,5,-1.3630829746290178,-0.9661479420967144
books,electronics,svm,random,target_only,100,0.7836799025480027,0.019647916609141742,-0.5298562384610349,5,-0.7216386454429795,-0.3465975333223639
books,electronics,svm,random,target_only,250,0.8432443041831114,0.005061752050324314,0.21535708966167677,5,0.1657107986893031,0.2629927238138315
books,electronics,svm,random,target_only,500,0.8714943170122084,0.005045322158984742,0.5687944700763556,5,0.5218854796410444,0.615703460511667
books,electronics,svm,random,target_only,1000,0.8918167364348741,0.007107675740680122,0.8230493168931823,5,0.7540204544637321,0.8893389122417427
books,electronics,svm,random,target_only,2000,0.9071685998910043,0.006448395268211123,1.0151172793838006,5,0.9580838205353205,1.0781911114658604
books,electronics,svm,random,transfer,50,0.839442482013259,0.011238489465316808,0.16779229467754647,5,0.05491952906190119,0.2695804873208817
books,electronics,svm,random,transfer,100,0.8519605294863402,0.010292998009396183,0.3244062379546042,5,0.2103951871510575,0.41845896950600486
books,electronics,svm,random,transfer,250,0.8675956690696769,0.006359737131179768,0.5200182828121809,5,0.450345099603817,0.5787110103632069
books,electronics,svm,random,transfer,500,0.8816130772737372,0.0045083929679546044,0.6953908062095336,5,0.6550202333615497,0.7389121234744119
books,electronics,svm,random,transfer,1000,0.8966200438425096,0.00510828566405975,0.8831437457966805,5,0.8370396523952668,0.9362848751848551
books,electronics,svm,random,transfer,2000,0.9107006659577415,0.007072011983608702,1.0593071417258588,5,0.9871042535157635,1.1221454008432212
books,electronics,svm,self_training,target_only,50,0.6401542698077493,0.1040773112153247,-2.325512897626383,5,-3.2761663394082254,-1.3241449096473898
books,electronics,svm,self_training,target_only,100,0.7913823748149313,0.03662712815532091,-0.4334902071530419,5,-0.8071244057335136,-0.09890761851756873
books,electronics,svm,self_training,target_only,250,0.8493137581869312,0.011652968182386444,0.291292344510412,5,0.18013148503167015,0.40126995477774974
books,electronics,svm,self_training,target_only,500,0.8601138910738818,0.03237529215602177,0.426413369013544,5,0.1003347604554949,0.6939921879952594
books,electronics,svm,self_training,target_only,1000,0.8926960096990699,0.0036764866713191,0.8340499504520432,5,0.7952356046052083,0.8687012007068574
books,electronics,svm,self_training,target_only,2000,0.9060563702232948,0.0074854531632270365,1.0012021161393485,5,0.9339902743588991,1.0763754081771855
books,electronics,svm,self_training,transfer,50,0.8477122668815943,0.014525416313419852,0.2712560034602513,5,0.11717407615298037,0.4033119003511061
books,electronics,svm,self_training,transfer,100,0.8600591311092277,0.010296380868262933,0.4257282642464763,5,0.3152822967920944,0.5155150575367873
books,electronics,svm,self_training,transfer,250,0.8733567195094813,0.004962704402008816,0.592095084624607,5,0.5418365864256038,0.6365968929431244
books,electronics,svm,self_training,transfer,500,0.8845683793147856,0.005434537289280929,0.7323647438159057,5,0.6856501195758271,0.7882833988738593
books,electronics,svm,self_training,transfer,1000,0.8976582137742998,0.004489510324597962,0.8961323438315546,5,0.8609570162564001,0.9403550269141874
books,electronics,svm,self_training,transfer,2000,0.9103807113439014,0.006928273549311194,1.0553041729041686,5,0.9851047717310017,1.1171768070875778
books,electronics,svm,uncertainty,target_only,50,0.615069793995678,0.08304973825596557,-2.6393460797112516,5,-3.4473233783811166,-1.8986546723910795
books,electronics,svm,uncertainty,target_only,100,0.6717286510244579,0.061232338321563544,-1.930484171340149,5,-2.6096909683555043,-1.3873219247745574
books,electronics,svm,uncertainty,target_only,250,0.7463052521671516,0.01851704369854202,-0.9974524340605238,5,-1.1680575393037402,-0.8062911711081334
books,electronics,svm,uncertainty,target_only,500,0.8184856012354954,0.006357902938107017,-0.0944003311653173,5,-0.15737655351924396,-0.03379243626491617
books,electronics,svm,uncertainty,target_only,1000,0.8869998620887463,0.008425422666040319,0.7627851513162864,5,0.6891835419800438,0.8448662666208848
books,electronics,svm,uncertainty,target_only,2000,0.9071685998910043,0.006448395268211123,1.0151172793838006,5,0.9580838205353205,1.0781911114658604
books,electronics,svm,uncertainty,transfer,50,0.8437451665621364,0.009505753234706375,0.2216234049466203,5,0.11274495186221975,0.3015937956860636
books,electronics,svm,uncertainty,transfer,100,0.8548956904093515,0.008386778408143686,0.36112818898523064,5,0.2728259599107055,0.4322644503225894
books,electronics,svm,uncertainty,transfer,250,0.8803020700316656,0.006211111040671039,0.6789887263894063,5,0.6178923077427261,0.7470397561031092
books,electronics,svm,uncertainty,transfer,500,0.8951730788395684,0.0059472055916965205,0.8650406913561344,5,0.8080590654637716,0.9220223172484975
books,electronics,svm,uncertainty,transfer,1000,0.9010252011006361,0.003458798696946425,0.9382568974630507,5,0.8991181287799744,0.9673882792468735
books,electronics,svm,uncertainty,transfer,2000,0.9107006659577415,0.007072011983608702,1.0593071417258588,5,0.9871042535157635,1.1221454008432212
clothing,books,logreg,random,target_only,50,0.6791044938748871,0.04599056178805692,-1.120557016108867,5,-1.4569875299396848,-0.7983661756379582
clothing,books,logreg,random,target_only,100,0.7556078551394486,0.017190090229745998,-0.3981336077144225,5,-0.5252185063775169,-0.2870090024108233
clothing,books,logreg,random,target_only,250,0.8183819583141052,0.02645918394964604,0.19464402747357817,5,0.002422776321848938,0.40992387459151824
clothing,books,logreg,random,target_only,500,0.8610048023883138,0.01350498404702669,0.5971327519241518,5,0.49031025769008174,0.6931081731369696
clothing,books,logreg,random,target_only,1000,0.8877845298717292,0.004155848309840396,0.8500144774412897,5,0.8189900717662162,0.8795781172411502
clothing,books,logreg,random,target_only,2000,0.903908725788957,0.002884693473398159,1.002275716419549,5,0.9817679853651178,1.0227141653949636
clothing,books,logreg,random,transfer,50,0.8157792380551957,0.020090389056653845,0.17006646631209638,5,0.019968805273775647,0.3201641273504171
clothing,books,logreg,random,transfer,100,0.8267161999802013,0.016348684340189285,0.27334450770454566,5,0.15773945762522315,0.38830819021173496
clothing,books,logreg,random,transfer,250,0.8483365444043234,0.010737528905206512,0.47750603278476655,5,0.4018219010149872,0.5591966346585446
clothing,books,logreg,random,transfer,500,0.8722892889633457,0.008139253654658606,0.7036924784350472,5,0.6408098530236718,0.7614035708867137
clothing,books,logreg,random,transfer,1000,0.892306609637604,0.005651848414303776,0.8927166048183807,5,0.8552981022319699,0.9406888492565418
clothing,books,logreg,random,transfer,2000,0.9052652432989667,0.002689990414053376,1.0150853497079357,5,0.9954286185067523,1.0363039149322792
clothing,books,logreg,self_training,target_only,50,0.47864758762419485,0.06165982395566069,-3.0134772624368322,5,-3.4169973884079035,-2.5474924495335203
clothing,books,logreg,self_training,target_only,100,0.5878288962743936,0.10840759796373639,-1.982475070843196,5,-2.7343581837226325,-1.128448348644578
clothing,books,logreg,self_training,target_only,250,0.593862289949342,0.11304789396416436,-1.9255015633946975,5,-2.623275265278647,-0.9800457404912308
clothing,books,logreg,self_training,target_only,500,0.8173318597601227,0.07589871410485675,0.18472791707034159,5,-0.4546725143445009,0.5802571680318016
clothing,books,logreg,self_training,target_only,1000,0.8825141029966769,0.005520705082880374,0.8002456871053726,5,0.7598390714375922,0.840713553731901
clothing,books,logreg,self_training,target_only,2000,0.9021403601274006,0.004586992494793819,0.9855769893650417,5,0.9529727327880243,1.0174861329010434
clothing,books,logreg,self_training,transfer,50,0.7857160080737394,0.036095646302145,-0.11382146634283577,5,-0.38409554150716396,0.15645260882149245
clothing,books,logreg,self_training,transfer,100,0.8126855855340731,0.025742013055448158,0.14085301788636384,5,-0.042804126646820956,0.3268159607241074
clothing,books,logreg,self_training,transfer,250,0.8481156243534494,0.009075321629245547,0.47541987848387157,5,0.4128747506359506,0.5403121265256108
clothing,books,logreg,self_training,transfer,500,0.8745008225426988,0.006587328030564348,0.7245760526959222,5,0.6722596666017131,0.7649962137100924
clothing,books,logreg,self_training,transfer,1000,0.8931052970049157,0.006141368673216017,0.9002586322613256,5,0.8611826696427604,0.9498400749133934
clothing,books,logreg,self_training,transfer,2000,0.9058232806613462,0.0028169561801087628,1.0203549123347015,5,1.003006878932418,1.0438751374048736
clothing,books,logreg,uncertainty,target_only,50,0.6758378153923725,0.027176323493952537,-1.151404353591282,5,-1.3429900194570057,-0.9598186877255579
clothing,books,logreg,uncertainty,target_only,100,0.6953653616544281,0.028493662842764274,-0.9670051808617413,5,-1.1766594386881848,-0.7781785551478292
clothing,books,logreg,uncertainty,target_only,250,0.7076254790531383,0.022303885057965406,-0.8512325448351579,5,-1.0208245420290187,-0.6944479179011227
clothing,books,logreg,uncertainty,target_only,500,0.7417403784204931,0.03350445568115588,-0.52908458335187,5,-0.7626741105042942,-0.28293890258890836
clothing,books,logreg,uncertainty,target_only,1000,0.8668932596015354,0.0101095079686135,0.6527376202573154,5,0.5777561248504376,0.7250286229891882
clothing,books,logreg,uncertainty,target_only,2000,0.903908725788957,0.002884693473398159,1.002275716419549,5,0.9817679853651178,1.0227141653949636
clothing,books,logreg,uncertainty,transfer,50,0.8271580452687942,0.010405874800040855,0.27751686528586034,5,0.2035613696559387,0.3534239878135836
clothing,books,logreg,uncertainty,transfer,100,0.8446824466896029,0.008391461558033218,0.4430002845138413,5,0.37995221945228735,0.5020797035213315
clothing,books,logreg,uncertainty,transfer,250,0.8691050424048405,0.003142690956853395,0.6736235479470334,5,0.6509045044994268,0.6962734495792788
clothing,books,logreg,uncertainty,transfer,500,0.8855084171240544,0.002704639874699408,0.8285210802638903,5,0.8081092194089121,0.8459669570631163
clothing,books,logreg,uncertainty,transfer,1000,0.9002960568239697,0.004837351308291851,0.9681611810063726,5,0.9308636370616968,1.003055943811833
clothing,books,logreg,uncertainty,transfer,2000,0.9052652432989667,0.002689990414053376,1.0150853497079357,5,0.9954286185067523,1.0363039149322792
clothing,books,svm,random,target_only,50,0.6200709823394777,0.08468420676674902,-1.8122557157688164,5,-2.4377642027888955,-1.1108206266333531
clothing,books,svm,random,target_only,100,0.7361117111198092,0.04382962426493671,-0.6631750904490866,5,-0.9868917936679923,-0.3483995727146213
clothing,books,svm,random,target_only,250,0.8228840819705369,0.014672121568416773,0.19607882156641257,5,0.0873972160596445,0.3015678977374849
clothing,books,svm,random,target_only,500,0.8654021630829847,0.007859920796192438,0.6171094695604762,5,0.5697691185095421,0.6896220954926228
clothing,books,svm,random,target_only,1000,0.8844749294770022,0.006282222438615594,0.8059754527800627,5,0.752198863102072,0.8444897525955473
clothing,books,svm,random,target_only,2000,0.9019846624479901,0.0050959150749064815,0.9793636684777802,5,0.9398432714648555,1.015902228599124
clothing,books,svm,random,transfer,50,0.8200461703913675,0.018910956556408755,0.16797671253737184,5,0.029537871092658246,0.32127295499474545
clothing,books,svm,random,transfer,100,0.8319034773244176,0.015549531671346777,0.28539239760282764,5,0.17041913112524631,0.4003656640804089
clothing,books,svm,random,transfer,250,0.8505372534914756,0.008592462589449667,0.46991132811250774,5,0.40231694595942924,0.5375057102655864
clothing,books,svm,random,transfer,500,0.8733729950146376,0.008133006382614147,0.6960397609901399,5,0.6350528656497768,0.7570266563305029
clothing,books,svm,random,transfer,1000,0.8901722285137346,0.0017387735143642316,0.8623923333751087,5,0.8491542798310172,0.8758759628104315
clothing,books,svm,random,transfer,2000,0.9047093981925031,0.002912016231028043,1.0063450661822253,5,0.9808913654309608,1.0277480252764835
clothing,books,svm,self_training,target_only,50,0.5137012399805503,0.17359929999132145,-2.865570455770791,5,-4.0165496912950776,-1.3257631124294216
clothing,books,svm,self_training,target_only,100,0.511276182660338,0.043482689411446285,-2.889584320654566,5,-3.2294062928811575,-2.60888321782539
clothing,books,svm,self_training,target_only,250,0.6868159753333849,0.13052329471138754,-1.1513207225770172,5,-2.1211359526017723,-0.12022339033447502
clothing,books,svm,self_training,target_only,500,0.8700917539943912,0.007162903050016924,0.6635476306579807,5,0.6139948768768505,0.7252903087382265
clothing,books,svm,self_training,target_only,1000,0.8759298729950981,0.025584327172710475,0.7213589655447373,5,0.4955903221308676,0.8600997651743889
clothing,books,svm,self_training,target_only,2000,0.9027857444398153,0.004909872461103882,0.9872962952871243,5,0.9483051825942027,1.024535003883492
clothing,books,svm,self_training,transfer,50,0.816891609363253,0.030963352164389724,0.13673901697224985,5,-0.09847897036530659,0.37631866548055265
clothing,books,svm,self_training,transfer,100,0.8316797955899075,0.02262814276312844,0.2831774136910139,5,0.11594780455817573,0.4504070228238521
clothing,books,svm,self_training,transfer,250,0.8571691586154682,0.007410273526662247,0.5355830432683527,5,0.4781512006644334,0.5930148858722719
clothing,books,svm,self_training,transfer,500,0.876983519646549,0.0065839651689207045,0.7317925862729157,5,0.6836309861840718,0.7799541863617595
clothing,books,svm,self_training,transfer,1000,0.8910524699899589,0.002303491619720744,0.8711088283210074,5,0.8543948782395603,0.8878245301939965
clothing,books,svm,self_training,transfer,2000,0.9046280213529523,0.0024341380177304475,1.0055392409287958,5,0.9879879962985945,1.02462935974251
clothing,books,svm,uncertainty,target_only,50,0.6394073396125203,0.052147418822925555,-1.6207795526987379,5,-1.99360459092067,-1.222006705132485
clothing,books,svm,uncertainty,target_only,100,0.6263828722193139,0.029786613141419133,-1.7497529165680166,5,-2.0154294126361014,-1.5251458101073907
clothing,books,svm,uncertainty,target_only,250,0.7112029083686181,0.05628121037752431,-0.9098317854056243,5,-1.330093674635227,-0.47420007245419205
clothing,books,svm,uncertainty,target_only,500,0.7928488770536409,0.01613713951548093,-0.10134151015906967,5,-0.22238054928641443,0.028704039174309408
clothing,books,svm,uncertainty,target_only,1000,0.8803793606861545,0.0056367465717274134,0.7654195307629236,5,0.7233799337380852,0.8089118886278699
clothing,books,svm,uncertainty,target_only,2000,0.9019846624479901,0.0050959150749064815,0.9793636684777802,5,0.9398432714648555,1.015902228599124
clothing,books,svm,uncertainty,transfer,50,0.8303286357478192,0.009643704584616893,0.26979770113170404,5,0.20295068277145695,0.34071365588054076
clothing,books,svm,uncertainty,transfer,100,0.844928660277348,0.011188520665071543,0.41437284722401097,5,0.3366067748480984,0.5100348604278243
clothing,books,svm,uncertainty,transfer,250,0.8677474538354147,0.009852869443309294,0.6403334547308948,5,0.5691219697570687,0.7227972976027734
clothing,books,svm,uncertainty,transfer,500,0.8863709928045861,0.004381343083533267,0.8247510125081507,5,0.7905033470236416,0.8564499420832746
clothing,books,svm,uncertainty,transfer,1000,0.9017492819526275,0.003347905423119295,0.9770328388661232,5,0.9508478257449081,1.003239723583472
clothing,books,svm,uncertainty,transfer,2000,0.9047093981925031,0.002912016231028043,1.0063450661822253,5,0.9808913654309608,1.0277480252764835
clothing,electronics,logreg,random,target_only,50,0.7415913753802126,0.02627629453492087,-2.2992754926876655,5,-2.6860928275157994,-1.885587802962828
clothing,electronics,logreg,random,target_only,100,0.7879366409083822,0.017326779547913177,-1.3837456906093137,5,-1.6548766335971137,-1.1378543347512138
clothing,electronics,logreg,random,target_only,250,0.8450196474467209,0.005205861863857074,-0.25609666146917237,5,-0.3407789245551994,-0.17875428923185083
clothing,electronics,logreg,random,target_only,500,0.8726204555863115,0.003544680142998253,0.2891448454088631,5,0.24422799490006675,0.35070515243527645
clothing,electronics,logreg,random,target_only,1000,0.8939733379861698,0.007314134823558863,0.7109613993665107,5,0.6145457394109581,0.8330651304622343
clothing,electronics,logreg,random,target_only,2000,0.9083646069392879,0.005398801246277128,0.9952544218823924,5,0.9289742814517552,1.0890650833607185
clothing,electronics,logreg,random,transfer,50,0.8698335279076359,0.0076733657891521695,0.23409034702620354,5,0.10945663104478787,0.3637608712571378
clothing,electronics,logreg,random,transfer,100,0.8735312160271494,0.010584630794227492,0.30713650683616167,5,0.11725042144899223,0.4171375525477904
clothing,electronics,logreg,random,transfer,250,0.8858742107833224,0.004676611181344032,0.5509667971018357,5,0.46696111090021264,0.6073433800448094
clothing,electronics,logreg,random,transfer,500,0.8939945286428836,0.005096909304101771,0.7113800112252622,5,0.616679202284007,0.7754692908151516
clothing,electronics,logreg,random,transfer,1000,0.906042157999001,0.004676709954506928,0.9493754913291628,5,0.8691434198453608,1.0155039663440033
clothing,electronics,logreg,random,transfer,2000,0.9142189327084171,0.0066628057573712785,1.110903985039073,5,1.0099705596044033,1.2118374104737428
clothing,electronics,logreg,self_training,target_only,50,0.6779658713303769,0.07866027624589941,-3.5561686071412906,5,-4.743654708039912,-2.3767266735649515
clothing,electronics,logreg,self_training,target_only,100,0.7216508823970207,0.06180835542081824,-2.6931909312161153,5,-3.5309600043930613,-1.661063064195202
clothing,electronics,logreg,self_training,target_only,250,0.8211828560076178,0.032708929696109404,-0.7269817173582218,5,-1.2895766163882805,-0.34094482657348574
clothing,electronics,logreg,self_training,target_only,500,0.8721466656505996,0.017084457206144186,0.2797853390790224,5,-0.025168733692307467,0.49101896324276123
clothing,electronics,logreg,self_training,target_only,1000,0.8913487020199924,0.005129501132111481,0.6591129005121512,5,0.5722730162664263,0.7397477259005735
clothing,electronics,logreg,self_training,target_only,2000,0.9066144150228469,0.006670051124036073,0.9606801705409194,5,0.8801590193437768,1.074109862630078
clothing,electronics,logreg,self_training,transfer,50,0.8702619139900598,0.010676831343284131,0.24255292072785534,5,0.08918681073187248,0.42779649829940264
clothing,electronics,logreg,self_training,transfer,100,0.8737318518294869,0.01629277365007318,0.3110999765522272,5,0.029923109353682874,0.5105999924581142
clothing,electronics,logreg,self_training,transfer,250,0.8895596117663158,0.006024019399246001,0.6237702300757687,5,0.5163800832902157,0.6932545739082492
